Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	3806136	3806384	+	GBJ002_03930		Group-specific protein	RefSeq:WP_000514486.1, SO:0001217, UniParc:UPI0001A22ECF, UniRef:UniRef100_A0AAW9JGH5, UniRef:UniRef50_B7JDQ6, UniRef:UniRef90_A0AAW9JGH5
chromosome	cds	3806459	3807685	+	GBJ002_03931		RHS repeat-associated core domain-containing protein	SO:0001217, UniParc:UPI0002D8EAB8, UniRef:UniRef100_A0AB35PIJ6, UniRef:UniRef50_A0A243A1U4, UniRef:UniRef90_A0A9W7Q5D4
chromosome	cds	3807658	3808107	+	GBJ002_03932		hypothetical protein	RefSeq:WP_000390929.1, SO:0001217, UniParc:UPI00005B4327, UniRef:UniRef100_A0AB35PGH1, UniRef:UniRef50_J8A0W6, UniRef:UniRef90_A0A9X5VGS7
chromosome	cds	3808331	3808459	+	GBJ002_03933		Regulator of ribonuclease activity B	SO:0001217, UniParc:UPI0001A1E45C, UniRef:UniRef100_A0A9X8BXY2, UniRef:UniRef50_A0A9X8BXY2, UniRef:UniRef90_A0A9X8BXY2
chromosome	cds	3808504	3808884	+	GBJ002_03934		Wall-associated protein	RefSeq:WP_002162888.1, SO:0001217, UniParc:UPI00005B4955, UniRef:UniRef100_A0A9W7Q631, UniRef:UniRef50_A0A9W7Q631, UniRef:UniRef90_A0A9W7Q631
chromosome	cds	3808912	3809136	+	GBJ002_03935		DUF2651 domain-containing protein	SO:0001217, UniParc:UPI0002794F53, UniRef:UniRef100_A0A9W7Q5C7, UniRef:UniRef50_A0A2B9QHI1, UniRef:UniRef90_A0A9W7Q5C7
chromosome	cds	3809258	3809527	+	GBJ002_03936		Group-specific protein	SO:0001217, UniParc:UPI0002794F52, UniRef:UniRef100_A0A9X8G9N6, UniRef:UniRef50_A0A158RS19, UniRef:UniRef90_A0A2B2LU77
chromosome	cds	3809569	3810426	-	GBJ002_03937	prsA	peptidylprolyl isomerase PrsA	COG:COG0760, COG:O, EC:5.2.1.8, GO:0005886, GO:0006457, GO:0140839, GO:0140840, RefSeq:WP_001214385.1, SO:0001217, UniParc:UPI00005B4220, UniRef:UniRef100_A0A9X7JFU2, UniRef:UniRef50_Q81TU1, UniRef:UniRef90_Q81GN0
chromosome	cds	3810556	3810687	-	GBJ002_03938		DUF3941 domain-containing protein	RefSeq:WP_001120845.1, SO:0001217, UniParc:UPI0001633EE8, UniRef:UniRef100_A0A0F7RL44, UniRef:UniRef50_A0A0F7RL44, UniRef:UniRef90_A0A0F7RL44
chromosome	cds	3810788	3811645	+	GBJ002_03939	yitT	DUF2179 domain-containing protein	COG:COG1284, COG:S, RefSeq:WP_000364431.1, SO:0001217, UniParc:UPI00016B4445, UniRef:UniRef100_A0A9X9G5C4, UniRef:UniRef50_P39803, UniRef:UniRef90_A7GM57
chromosome	cds	3811671	3811868	-	GBJ002_03940		DUF3813 domain-containing protein	RefSeq:WP_000527409.1, SO:0001217, UniParc:UPI00005B4F2E, UniRef:UniRef100_A0AB35PI16, UniRef:UniRef50_Q81GM8, UniRef:UniRef90_A0A1H3RJA0
chromosome	cds	3811869	3812009	-	GBJ002_03941		Competence protein	RefSeq:WP_000516816.1, SO:0001217, UniParc:UPI00001912A6, UniRef:UniRef100_A0A0F7RFT0, UniRef:UniRef50_A0A0C2RAV8, UniRef:UniRef90_W8XZE4
chromosome	cds	3812115	3812924	-	GBJ002_03942	cof	Cof-type HAD-IIB family hydrolase	COG:COG0561, COG:HR, EC:3.1.3.104, KEGG:K21064, RefSeq:WP_001041241.1, SO:0001217, UniParc:UPI00016B4447, UniRef:UniRef100_A0A9Q1VYQ9, UniRef:UniRef50_P70947, UniRef:UniRef90_A0A0G8EDS8
chromosome	cds	3813415	3813594	+	GBJ002_03943	yjzC	YjzC family protein	RefSeq:WP_000531422.1, SO:0001217, UniParc:UPI00016B4449, UniRef:UniRef100_A0A9X7C0K8, UniRef:UniRef50_O34585, UniRef:UniRef90_Q81GM6
chromosome	cds	3813806	3816406	+	GBJ002_03944	clpB	ATP-dependent chaperone ClpB	COG:COG0542, COG:O, GO:0005524, GO:0005737, GO:0009408, GO:0016887, GO:0034605, GO:0042026, RefSeq:WP_000365378.1, SO:0001217, UniParc:UPI00016B4752, UniRef:UniRef100_A0A9X0VZQ8, UniRef:UniRef50_Q81TT4, UniRef:UniRef90_Q81TT4
chromosome	cds	3816445	3816627	-	GBJ002_03945		DUF2929 domain-containing protein	RefSeq:WP_001211948.1, SO:0001217, UniParc:UPI00005B4517, UniRef:UniRef100_A0AAW9JGG0, UniRef:UniRef50_Q81GM4, UniRef:UniRef90_Q81GM4
chromosome	cds	3816784	3817518	+	GBJ002_03946		Alpha/beta hydrolase	RefSeq:WP_000028706.1, SO:0001217, UniParc:UPI00016B4753, UniRef:UniRef100_A0A9X6TRL1, UniRef:UniRef50_J9CV03, UniRef:UniRef90_J9CV03
chromosome	cds	3817548	3818420	+	GBJ002_03947	wcaG	Glucose epimerase	COG:COG0451, COG:M, RefSeq:WP_000486171.1, SO:0001217, UniParc:UPI000188BE2A, UniRef:UniRef100_A0AAP6IA60, UniRef:UniRef50_J8Z156, UniRef:UniRef90_Q63EJ2
chromosome	cds	3818475	3818651	+	GBJ002_03948	comG	Competence protein ComG	RefSeq:WP_001003335.1, SO:0001217, UniParc:UPI00016B4755, UniRef:UniRef100_A0A9X6YU83, UniRef:UniRef50_A0A640M3K5, UniRef:UniRef90_A0A384KUG5
chromosome	cds	3818883	3819815	+	GBJ002_03949	fabH	beta-ketoacyl-ACP synthase III	BlastRules:WP_000288132, BlastRules:WP_001100539, BlastRules:WP_003232971, COG:COG0332, COG:I, EC:2.3.1.180, GO:0004315, GO:0005737, GO:0006633, GO:0033818, RefSeq:WP_001100533.1, SO:0001217, UniParc:UPI00005B4EC6, UniRef:UniRef100_A0A150BZD4, UniRef:UniRef50_Q81JG0, UniRef:UniRef90_Q81JG0
chromosome	cds	3819847	3821085	+	GBJ002_03950	fabF	beta-ketoacyl-ACP synthase II	COG:COG0304, COG:IQ, EC:2.3.1.179, GO:0004315, GO:0006633, RefSeq:WP_000412645.1, SO:0001217, UniParc:UPI00016B4756, UniRef:UniRef100_A0A9Q7IXQ1, UniRef:UniRef50_A0A3D2KQ08, UniRef:UniRef90_A0A090ZFQ0
chromosome	cds	3821193	3821981	+	GBJ002_03951	yjaZ	DUF2268 domain-containing protein	COG:COG5504, COG:R, RefSeq:WP_000538198.1, SO:0001217, UniParc:UPI00016B4757, UniRef:UniRef100_A0A9X0VZR0, UniRef:UniRef50_A0A073JYS4, UniRef:UniRef90_Q6HM05
chromosome	cds	3822125	3822871	+	GBJ002_03952	yjbA	UPF0736 protein Bcer98_0893	COG:COG5917, COG:D, RefSeq:WP_000966119.1, SO:0001217, UniParc:UPI0001A1E45F, UniRef:UniRef100_A0A9X0VZF6, UniRef:UniRef50_Q81TS7, UniRef:UniRef90_Q81TS7
chromosome	cds	3823149	3824138	-	GBJ002_03953	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0000166, GO:0004830, GO:0005524, GO:0005829, GO:0006436, RefSeq:WP_000110977.1, SO:0001217, UniParc:UPI0001A1E460, UniRef:UniRef100_A0AB35PIK3, UniRef:UniRef50_P00953, UniRef:UniRef90_Q81TS6
chromosome	ncRNA-region	3824214	3824430	-			T-box leader	RFAM:RF00230, SO:0000140
chromosome	cds	3824536	3824916	-	GBJ002_03954		DUF3899 domain-containing protein	RefSeq:WP_001045002.1, SO:0001217, UniParc:UPI0002791F39, UniRef:UniRef100_A0A9Q7N9D2, UniRef:UniRef50_Q81GL7, UniRef:UniRef90_Q81GL7
chromosome	cds	3825236	3826891	+	GBJ002_03955	oppA	Solute-binding protein family 5 domain-containing protein	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_000727206.1, SO:0001217, UniParc:UPI0001A1E5EF, UniRef:UniRef100_A0AB35PI31, UniRef:UniRef50_B1YJ52, UniRef:UniRef90_J8DJI0
chromosome	cds	3827020	3827949	+	GBJ002_03956	opp3b	oligopeptide ABC transporter permease	COG:COG0601, COG:EP, GO:0043190, GO:0140359, RefSeq:WP_000534168.1, SO:0001217, UniParc:UPI00016B475D, UniRef:UniRef100_A0A0M0MC32, UniRef:UniRef50_Q2FZR7, UniRef:UniRef90_J8EH83
chromosome	cds	3827946	3828962	+	GBJ002_03957	opp3C	oligopeptide ABC transporter permease	COG:COG1173, COG:EP, GO:0043190, GO:0140359, RefSeq:WP_000974107.1, SO:0001217, UniParc:UPI00016B475E, UniRef:UniRef100_A0A9X1B021, UniRef:UniRef50_A0A024Q7C5, UniRef:UniRef90_J8A0U0
chromosome	cds	3828983	3830026	+	GBJ002_03958	oppD	Oligopeptide transport ATP-binding protein oppD	COG:COG0444, COG:EP, RefSeq:WP_000854341.1, SO:0001217, UniParc:UPI0001A0CA0E, UniRef:UniRef100_A0A9X0W0C7, UniRef:UniRef50_Q81GL3, UniRef:UniRef90_Q81GL3
chromosome	cds	3830019	3830954	+	GBJ002_03959	dppD	ABC transporter domain-containing protein	COG:COG0444, COG:EP, RefSeq:WP_000166354.1, SO:0001217, UniParc:UPI00016B4760, UniRef:UniRef100_A0A9Q1VZR9, UniRef:UniRef50_K8E5A0, UniRef:UniRef90_A0A0G8CDT9
chromosome	cds	3831012	3832454	-	GBJ002_03960	norM	MATE efflux family protein	COG:COG0534, COG:V, RefSeq:WP_003309213.1, SO:0001217, UniParc:UPI0001A1E5F0, UniRef:UniRef100_A0AAW9JDE6, UniRef:UniRef50_W8XZK7, UniRef:UniRef90_W8XZK7
chromosome	cds	3832806	3834452	+	GBJ002_03961	oppA	Solute-binding protein family 5 domain-containing protein	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_000727253.1, SO:0001217, UniParc:UPI00016B4762, UniRef:UniRef100_A0A9W7URK8, UniRef:UniRef50_B1YJ52, UniRef:UniRef90_J9CV19
chromosome	cds	3834480	3834683	-	GBJ002_03962		Group-specific protein	RefSeq:WP_000559983.1, SO:0001217, UniParc:UPI00005B4651, UniRef:UniRef100_A0A9X0VZQ3, UniRef:UniRef50_Q81GK9, UniRef:UniRef90_Q81GK9
chromosome	cds	3835275	3835670	+	GBJ002_03963	spx	transcriptional regulator Spx	BlastRules:WP_000258267, BlastRules:WP_003245483, COG:COG1393, COG:P, GO:0005737, GO:0045892, KEGG:K16509, RefSeq:WP_000258267.1, SO:0001217, UniParc:UPI00001668FF, UniRef:UniRef100_Q81GK7, UniRef:UniRef50_O31602, UniRef:UniRef90_Q81GK7
chromosome	cds	3835720	3836394	-	GBJ002_03964	terC	YjbE family integral membrane protein	COG:COG0861, COG:P, RefSeq:WP_000362600.1, SO:0001217, UniParc:UPI00005B5499, UniRef:UniRef100_A0A9Q7IYY6, UniRef:UniRef50_A0A653WS31, UniRef:UniRef90_A0A653WS31
chromosome	cds	3836740	3837423	+	GBJ002_03965	mecA	adaptor protein MecA	BlastRules:WP_000350710, RefSeq:WP_000350716.1, SO:0001217, UniParc:UPI00005B506B, UniRef:UniRef100_A0A9Q1VZ28, UniRef:UniRef90_Q81TR3
chromosome	cds	3837496	3839040	+	GBJ002_03966	cls	cardiolipin synthase	BlastRules:WP_000799204, COG:COG1502, COG:I, EC:2.7.8.-, GO:0005886, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, RefSeq:WP_000799189.1, SO:0001217, UniParc:UPI00005B51DF, UniRef:UniRef100_A0A9Q7N8F7, UniRef:UniRef50_Q81TR2, UniRef:UniRef90_Q81TR2
chromosome	cds	3839121	3840365	+	GBJ002_03967		Competence protein	KEGG:K06198, RefSeq:WP_000628324.1, SO:0001217, UniParc:UPI00005B4076, UniRef:UniRef100_A0AB35PIM9, UniRef:UniRef50_J8A0T0, UniRef:UniRef90_A0A1C4BGD4
chromosome	cds	3840417	3842243	+	GBJ002_03968	pepF	oligoendopeptidase F	COG:COG1164, COG:E, EC:3.4.24.-, GO:0004222, GO:0006508, KEGG:K08602, RefSeq:WP_000003356.1, SO:0001217, UniParc:UPI00005B51E3, UniRef:UniRef100_A0A9Q1ZV23, UniRef:UniRef50_O31605, UniRef:UniRef90_A0A5M9H363
chromosome	ncRNA	3842675	3842795	+	GBJ002_03969	rsaE	RNA Staph. aureus E (RoxS)	RFAM:RF01820, SO:0000655
chromosome	cds	3842778	3843671	-	GBJ002_03970	spxH	ClpXP adapter protein SpxH	COG:COG2761, COG:O, GO:0005737, RefSeq:WP_000360659.1, SO:0001217, UniParc:UPI00005B4BFE, UniRef:UniRef100_A0A9W3TBZ2, UniRef:UniRef50_Q81TQ8, UniRef:UniRef90_Q81TQ8
chromosome	cds	3843671	3844069	-	GBJ002_03971	yjbI	Globin Family Protein	COG:COG2346, COG:P, RefSeq:WP_000043386.1, SO:0001217, UniParc:UPI000018E047, UniRef:UniRef100_Q813V2, UniRef:UniRef50_Q9RVM5, UniRef:UniRef90_Q813V2
chromosome	cds	3844238	3844816	-	GBJ002_03972	yjbK	CYTH domain-containing protein	COG:COG4116, COG:R, RefSeq:WP_000191101.1, SO:0001217, UniParc:UPI00016B4A68, UniRef:UniRef100_A0AAW9JPC6, UniRef:UniRef50_A0A160F1K5, UniRef:UniRef90_Q63EG8
chromosome	cds	3844963	3845334	+	GBJ002_03973		UPF0738 protein BCE33L1094	RefSeq:WP_001179996.1, SO:0001217, UniParc:UPI00016B4A69, UniRef:UniRef100_B7ILE3, UniRef:UniRef50_Q81TQ5, UniRef:UniRef90_Q81TQ5
chromosome	cds	3845365	3846003	+	GBJ002_03974	yjbM	GTP pyrophosphokinase yjbM	COG:COG2357, COG:FT, RefSeq:WP_001081480.1, SO:0001217, UniParc:UPI00016B4A6A, UniRef:UniRef100_A0A0G8EBN5, UniRef:UniRef50_O31611, UniRef:UniRef90_A0A090Z5F1
chromosome	cds	3846022	3846819	+	GBJ002_03975	nadK1	NAD kinase	COG:COG0061, COG:H, EC:2.7.1.23, GO:0003951, GO:0005524, GO:0005737, GO:0006741, GO:0019674, GO:0046872, GO:0051287, KEGG:K00858, RefSeq:WP_000673196.1, SO:0001217, UniParc:UPI00016B4A6B, UniRef:UniRef100_A0A9Q1VZR3, UniRef:UniRef50_Q8Y8D7, UniRef:UniRef90_Q81TQ3
chromosome	cds	3846834	3847727	+	GBJ002_03976	rluA	Pseudouridine synthase	COG:COG0564, COG:J, EC:5.4.99.23, KEGG:K06180, RefSeq:WP_001079127.1, SO:0001217, UniParc:UPI00016B4A6C, UniRef:UniRef100_A0A9X0VZX6, UniRef:UniRef50_Q6HLY1, UniRef:UniRef90_Q6HLY1
chromosome	cds	3847776	3849164	-	GBJ002_03977		Peptidase G2 IMC autoproteolytic cleavage domain-containing protein	RefSeq:WP_000730508.1, SO:0001217, UniParc:UPI00005B4BF3, UniRef:UniRef100_A0AB35PIP0, UniRef:UniRef50_Q6HLY0, UniRef:UniRef90_B7HGW2
chromosome	cds	3849301	3850041	-	GBJ002_03978	prpE	bis(5'-nucleosyl)-tetraphosphatase PrpE	EC:3.6.1.17, GO:0004081, GO:0005737, GO:0016151, GO:0016791, RefSeq:WP_000872690.1, SO:0001217, UniParc:UPI00005B4EF8, UniRef:UniRef100_B7ILE8, UniRef:UniRef50_Q81TQ0, UniRef:UniRef90_Q81TQ0
chromosome	cds	3850118	3851278	-	GBJ002_03979	ftsW	Cell division protein FtsW	COG:COG0772, COG:D, KEGG:K05837, RefSeq:WP_000655325.1, SO:0001217, UniParc:UPI00005B4EF4, UniRef:UniRef100_A0A9Q7ITS2, UniRef:UniRef50_A0A0J6CRE8, UniRef:UniRef90_A0A0G8EBP1
chromosome	cds	3851397	3852323	-	GBJ002_03980	wcaA	Glycosyltransferase 2-like domain-containing protein	COG:COG0463, COG:M, RefSeq:WP_000135606.1, SO:0001217, UniParc:UPI00016B4A6E, UniRef:UniRef100_A0A9X6YC25, UniRef:UniRef50_J9CC67, UniRef:UniRef90_W8XZI1
chromosome	cds	3852337	3853089	-	GBJ002_03981	smtA	Methyltransferase	COG:COG0500, COG:QR, RefSeq:WP_001292844.1, SO:0001217, UniParc:UPI00005B4068, UniRef:UniRef100_A0A9X6V4B4, UniRef:UniRef50_J8EH31, UniRef:UniRef90_Q81GJ4
chromosome	cds	3853274	3854119	-	GBJ002_03982		Macrocin O-methyltransferase	EC:2.1.1.-, KEGG:K05303, RefSeq:WP_000444387.1, SO:0001217, UniParc:UPI00005B47BA, UniRef:UniRef100_A0A9Q7IYK1, UniRef:UniRef50_A0A084J4U8, UniRef:UniRef90_A0A084J4U8
chromosome	cds	3854242	3855132	-	GBJ002_03983	bclA	BclA C-terminal domain-containing protein	RefSeq:WP_003256296.1, SO:0001217, UniParc:UPI00005B505D, UniRef:UniRef100_UPI00005B505D, UniRef:UniRef50_Q6I1X8, UniRef:UniRef90_W8Y7D8
chromosome	cds	3855298	3856146	+	GBJ002_03984		Glycosyl transferase family 2	SO:0001217, UniParc:UPI0001A1E5F5, UniRef:UniRef100_A0A9X8G9A7, UniRef:UniRef50_A0A9X8G9A7, UniRef:UniRef90_A0A9X8G9A7
chromosome	cds	3856127	3856393	+	GBJ002_03985	wcaA	SPBc2 prophage-derived glycosyltransferase SunS	COG:COG0463, COG:M, SO:0001217, UniParc:UPI00005B4064, UniRef:UniRef100_A0A9X8BXU2, UniRef:UniRef50_J9CSF9, UniRef:UniRef90_A0A3P1BXI2
chromosome	cds	3856605	3857294	+	GBJ002_03986	ubiG	Ubiquinone biosynthesis O-methyltransferase	COG:COG2227, COG:H, RefSeq:WP_001078436.1, SO:0001217, UniParc:UPI00016B4D82, UniRef:UniRef100_A0A9W7Q5Z0, UniRef:UniRef50_A0A1J9YMY9, UniRef:UniRef90_A0A1Y5ZWD8
chromosome	cds	3857291	3857977	+	GBJ002_03987	strF	Streptomycin biosynthesis protein StrF	RefSeq:WP_001271181.1, SO:0001217, UniParc:UPI00005B492D, UniRef:UniRef100_A0A9Q7IYN7, UniRef:UniRef50_Q81GI9, UniRef:UniRef90_Q81GI9
chromosome	cds	3857992	3858672	+	GBJ002_03988	strF	Streptomycin biosynthesis protein StrF	RefSeq:WP_000651525.1, SO:0001217, UniParc:UPI00016B4D83, UniRef:UniRef100_A0A9Q7IW62, UniRef:UniRef50_Q81GI8, UniRef:UniRef90_Q81GI8
chromosome	cds	3858687	3859424	+	GBJ002_03989	rmlA1	glucose-1-phosphate thymidylyltransferase	COG:COG1209, COG:M, EC:2.7.7.24, KEGG:K00973, RefSeq:WP_000676159.1, SO:0001217, UniParc:UPI00005B505F, UniRef:UniRef100_A0A9Q1ZU70, UniRef:UniRef50_P39629, UniRef:UniRef90_A0A084J4V2
chromosome	cds	3859433	3859978	+	GBJ002_03990	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	EC:5.1.3.13, GO:0008830, GO:0019305, RefSeq:WP_000869412.1, SO:0001217, UniParc:UPI00005B4D76, UniRef:UniRef100_A0A9W7URK3, UniRef:UniRef50_A0A084J4V3, UniRef:UniRef90_A0A7V7HJV6
chromosome	cds	3859994	3860965	+	GBJ002_03991	rfbB	dTDP-glucose 4,6-dehydratase	COG:COG1088, COG:M, EC:4.2.1.46, GO:0008460, GO:0009225, GO:0019305, RefSeq:WP_001024178.1, SO:0001217, UniParc:UPI0001A1E5F8, UniRef:UniRef100_A0A9X6TQC2, UniRef:UniRef50_A0A2G9SP58, UniRef:UniRef90_A0A6L7HMN5
chromosome	cds	3860978	3861832	+	GBJ002_03992	rfbD	dTDP-4-dehydrorhamnose reductase	COG:COG1091, COG:M, EC:1.1.1.133, GO:0008831, GO:0009243, GO:0019305, KEGG:K00067, RefSeq:WP_000664662.1, SO:0001217, UniParc:UPI00005B41F6, UniRef:UniRef100_A0A9Q7IZ40, UniRef:UniRef50_A0A0B5S959, UniRef:UniRef90_A0A0B5S959
chromosome	cds	3861941	3862711	+	GBJ002_03993	fabI	enoyl-ACP reductase FabI	BlastRules:WP_000421886, COG:COG0623, COG:I, EC:1.3.1.-, EC:1.3.1.9, GO:0004318, GO:0006633, GO:0030497, GO:0036094, GO:0042802, GO:0070401, GO:0141148, GO:1902494, RefSeq:WP_000421885.1, SO:0001217, UniParc:UPI00002406D8, UniRef:UniRef100_A0A2B0Y726, UniRef:UniRef50_Q81GI3, UniRef:UniRef90_Q81GI3
chromosome	cds	3862874	3863473	+	GBJ002_03994	cotO	Spore coat CotO family protein	SO:0001217, UniParc:UPI00027B484B, UniRef:UniRef100_A0A9X8BY24, UniRef:UniRef50_Q81GI2, UniRef:UniRef90_A0A9W7QDG9
chromosome	cds	3863522	3863986	-	GBJ002_03995	cotY	exosporium protein ExsY	BlastRules:WP_001277740, COG:COG5888, COG:D, KEGG:K06343, RefSeq:WP_001277743.1, SO:0001217, UniParc:UPI00016B4D86, UniRef:UniRef100_A0A9X6YBU6, UniRef:UniRef50_J9CQ41, UniRef:UniRef90_J9CSH2
chromosome	cds	3864112	3864471	+	GBJ002_03996		DUF1360 domain-containing protein	RefSeq:WP_000899662.1, SO:0001217, UniParc:UPI000018E05D, UniRef:UniRef100_Q81GI0, UniRef:UniRef50_Q81TN6, UniRef:UniRef90_Q81TN6
chromosome	cds	3864836	3865339	-	GBJ002_03997	exsF	exosporium protein ExsF	BlastRules:WP_000492942, RefSeq:WP_000492933.1, SO:0001217, UniParc:UPI000018E05F, UniRef:UniRef100_A0A2A8WWE6, UniRef:UniRef50_A0A2A8PQL3, UniRef:UniRef90_A0A1C4APC3
chromosome	cds	3865507	3865977	-	GBJ002_03998	cotY	spore coat protein CotY	BlastRules:WP_001277719, BlastRules:WP_001984481, BlastRules:WP_003239243, COG:COG5888, COG:D, RefSeq:WP_001277697.1, SO:0001217, UniParc:UPI000188BE3B, UniRef:UniRef100_A0A9W3J9D5, UniRef:UniRef50_J9CQ41, UniRef:UniRef90_A0A0G8EBT9
chromosome	cds	3866120	3868186	-	GBJ002_03999	uvrD	DNA 3'-5' helicase	COG:COG0210, COG:L, RefSeq:WP_000191213.1, SO:0001217, UniParc:UPI0001A1E796, UniRef:UniRef100_A0AB35PJR9, UniRef:UniRef50_A0A073K179, UniRef:UniRef90_Q81GH7
chromosome	cds	3868287	3868709	-	GBJ002_04000	elaA	N-acetyltransferase domain-containing protein	COG:COG2153, COG:R, RefSeq:WP_000543309.1, SO:0001217, UniParc:UPI00016B4DBD, UniRef:UniRef100_A0A9Q1VZ10, UniRef:UniRef50_J8HYL6, UniRef:UniRef90_J8DJJ1
chromosome	cds	3868711	3869229	-	GBJ002_04001	thpR	Putative phosphoesterase BCG9842_B4061	COG:COG1514, COG:J, EC:3.1.-.-, GO:0016788, RefSeq:WP_000765871.1, SO:0001217, UniParc:UPI00005B4AB3, UniRef:UniRef100_B7IM63, UniRef:UniRef50_O31629, UniRef:UniRef90_Q81TN0
chromosome	cds	3869323	3870054	-	GBJ002_04002		Esterase family protein	RefSeq:WP_000084010.1, SO:0001217, UniParc:UPI00016B4DBE, UniRef:UniRef100_A0A9X1B037, UniRef:UniRef90_Q63ED8
chromosome	cds	3870259	3871170	+	GBJ002_04003	rhaT	EamA domain-containing protein	COG:COG0697, COG:GER, RefSeq:WP_000806947.1, SO:0001217, UniParc:UPI0001A1C017, UniRef:UniRef100_A0A9Q1ZV18, UniRef:UniRef50_A7GMC1, UniRef:UniRef90_J9CQ46
chromosome	cds	3871247	3871642	+	GBJ002_04004		Lipoprotein	RefSeq:WP_000395656.1, SO:0001217, UniParc:UPI00005B4510, UniRef:UniRef100_A0A9Q1ZU68, UniRef:UniRef50_A0A1V9W257, UniRef:UniRef90_A0A1C4APP7
chromosome	cds	3871667	3872065	-	GBJ002_04005	yjdB	Uncharacterized protein BA_1245/GBAA_1245/BAS1153	COG:COG5492, COG:R, RefSeq:WP_000878727.1, SO:0001217, UniParc:UPI00016B4DC0, UniRef:UniRef100_A0A9Q1ZU17, UniRef:UniRef50_Q81TM6, UniRef:UniRef90_Q81TM6
chromosome	cds	3872229	3873707	-	GBJ002_04006	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, GO:0005298, GO:0006814, GO:0015824, GO:0016020, GO:0031402, RefSeq:WP_000107191.1, SO:0001217, UniParc:UPI00016B4DC1, UniRef:UniRef100_A0A9Q1ZUF6, UniRef:UniRef50_O06493, UniRef:UniRef90_Q81GH1
chromosome	ncRNA-region	3874164	3874401	+			T-box leader	RFAM:RF00230, SO:0000140
chromosome	ncRNA-region	3874444	3874688	+			T-box leader	RFAM:RF00230, SO:0000140
chromosome	cds	3874741	3876159	+	GBJ002_04007	trpE	anthranilate synthase component I	COG:COG0147, COG:EH, EC:4.1.3.27, GO:0000162, GO:0004049, KEGG:K01657, RefSeq:WP_002083083.1, SO:0001217, UniParc:UPI000188BDC1, UniRef:UniRef100_A0A9X6YBT7, UniRef:UniRef50_I3DW16, UniRef:UniRef90_J8DJI2
chromosome	cds	3876156	3876743	+	GBJ002_04008	pabA	Anthranilate synthase	COG:COG0512, COG:EH, RefSeq:WP_000636336.1, SO:0001217, UniParc:UPI00005B4848, UniRef:UniRef100_A0A9Q1VYY3, UniRef:UniRef50_A0A6A8ARU8, UniRef:UniRef90_A0A084J4X3
chromosome	cds	3876740	3877765	+	GBJ002_04009	trpD	Anthranilate phosphoribosyltransferase	COG:COG0547, COG:E, EC:2.4.2.18, GO:0000162, GO:0000287, GO:0004048, GO:0005829, KEGG:K00766, RefSeq:WP_001067363.1, SO:0001217, UniParc:UPI00005B4285, UniRef:UniRef100_B7IM73, UniRef:UniRef50_Q81TM1, UniRef:UniRef90_Q81TM1
chromosome	cds	3877767	3878528	+	GBJ002_04010	trpC	indole-3-glycerol phosphate synthase TrpC	COG:COG0134, COG:E, EC:4.1.1.48, GO:0000162, GO:0004425, GO:0004640, GO:0006568, RefSeq:WP_000536711.1, SO:0001217, UniParc:UPI00005B456A, UniRef:UniRef100_B7IM74, UniRef:UniRef50_Q81TM0, UniRef:UniRef90_Q81TM0
chromosome	cds	3878525	3879139	+	GBJ002_04011	trpF	phosphoribosylanthranilate isomerase	COG:COG0135, COG:E, EC:5.3.1.24, GO:0000162, GO:0004640, GO:0006568, RefSeq:WP_000865127.1, SO:0001217, UniParc:UPI0002792366, UniRef:UniRef100_A0A9W7UQ63, UniRef:UniRef50_Q81TL9, UniRef:UniRef90_Q81TL9
chromosome	cds	3879136	3880329	+	GBJ002_04012	trpB	tryptophan synthase subunit beta	COG:COG0133, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005737, GO:0006568, RefSeq:WP_001105027.1, SO:0001217, UniParc:UPI00027B48E7, UniRef:UniRef100_A0AB35PIS2, UniRef:UniRef50_P07345, UniRef:UniRef90_Q81GG5
chromosome	cds	3880333	3881109	+	GBJ002_04013	trpA	tryptophan synthase subunit alpha	BlastRules:WP_000537938, COG:COG0159, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005829, GO:0006568, KEGG:K01695, RefSeq:WP_000537822.1, SO:0001217, UniParc:UPI00005B546D, UniRef:UniRef100_A0A9X6SIW5, UniRef:UniRef50_Q81GG4, UniRef:UniRef90_Q81GG4
chromosome	cds	3881183	3881545	+	GBJ002_04014		DUF4029 domain-containing protein	RefSeq:WP_000946135.1, SO:0001217, UniParc:UPI00005B44AD, UniRef:UniRef100_A0AB35PIS4, UniRef:UniRef50_J9CB32, UniRef:UniRef90_A0AB35PIS4
chromosome	cds	3881656	3883155	+	GBJ002_04015	lldP	L-lactate permease	COG:C, COG:COG1620, RefSeq:WP_000996272.1, SO:0001217, UniParc:UPI00016B50AC, UniRef:UniRef100_A0A9W7UQ11, UniRef:UniRef50_Q6HLU1, UniRef:UniRef90_Q6HLU1
