GBJ002_00001	BTF1_09110
GBJ002_02489	BTF1_05685
GBJ002_02490	BTF1_05690
GBJ002_02491	BTF1_05695
GBJ002_02492	BTF1_05700
GBJ002_02493	BTF1_05705
GBJ002_02494	BTF1_05710
GBJ002_02495	BTF1_05715
GBJ002_02496	BTF1_05720
GBJ002_02497	BTF1_05725
GBJ002_02498	BTF1_05730
GBJ002_02499	BTF1_05735
GBJ002_02500	BTF1_05740
GBJ002_02501	BTF1_05745
GBJ002_02502	BTF1_05750
GBJ002_02503	BTF1_05755
GBJ002_02504	BTF1_05760
GBJ002_02505	BTF1_05765
GBJ002_02506	BTF1_18190
GBJ002_02507	BTF1_17035
GBJ002_02508	BTF1_05780
GBJ002_02509	BTF1_05785
GBJ002_02510	BTF1_05790
GBJ002_02511	BTF1_05795
GBJ002_02512	BTF1_05800
GBJ002_02513	BTF1_05805
GBJ002_02514	BTF1_05810
GBJ002_02515	BTF1_05815
GBJ002_02516	BTF1_05820
GBJ002_02517	BTF1_05825
GBJ002_02518	BTF1_05830
GBJ002_02519	BTF1_05835
GBJ002_02520	BTF1_05840
GBJ002_02521	BTF1_05845
GBJ002_02522	BTF1_05850
GBJ002_02523	BTF1_05855
GBJ002_02524	BTF1_05860
GBJ002_02525	BTF1_05865
GBJ002_02526	BTF1_05870
GBJ002_02527	BTF1_05875
GBJ002_02528	BTF1_05880
GBJ002_02529	BTF1_05890
GBJ002_02530	BTF1_05895
GBJ002_02531	BTF1_05900
GBJ002_02532	BTF1_05905
GBJ002_02533	BTF1_05910
GBJ002_02534	BTF1_05915
GBJ002_02535	BTF1_05920
GBJ002_02536	BTF1_05925
GBJ002_02537	BTF1_05930
GBJ002_02538	BTF1_05935
GBJ002_02539	BTF1_05940
GBJ002_02540	BTF1_05945
GBJ002_02541	BTF1_05950
GBJ002_02542	BTF1_05955
GBJ002_02543	BTF1_05960
GBJ002_02544	BTF1_05965
GBJ002_02545	BTF1_05970
GBJ002_02546	BTF1_05975
GBJ002_02547	BTF1_05980
GBJ002_02548	BTF1_05985
GBJ002_02549	BTF1_05990
GBJ002_02550	BTF1_05995
GBJ002_02551	None
GBJ002_02552	BTF1_24990
GBJ002_02553	BTF1_24985
GBJ002_02554	BTF1_24980
GBJ002_02555	BTF1_24975
GBJ002_02556	BTF1_24970
GBJ002_02557	BTF1_24965
GBJ002_02558	BTF1_24960
GBJ002_02559	BTF1_24955
GBJ002_02560	BTF1_24945
GBJ002_02561	BTF1_24940
GBJ002_02562	BTF1_24935
GBJ002_02563	BTF1_24930
GBJ002_02564	BTF1_24925
GBJ002_02565	BTF1_24920
GBJ002_02566	BTF1_24915
GBJ002_02567	BTF1_24910
GBJ002_02568	BTF1_24905
GBJ002_02569	BTF1_24900
GBJ002_02570	BTF1_24895
GBJ002_02571	BTF1_24890
GBJ002_02572	BTF1_24885
GBJ002_02573	BTF1_24880
GBJ002_02574	BTF1_24875
GBJ002_02575	BTF1_24870
GBJ002_02576	BTF1_24865
GBJ002_02577	BTF1_24860
GBJ002_02578	BTF1_24855
GBJ002_02579	BTF1_24850
GBJ002_02580	BTF1_24845
GBJ002_02581	BTF1_24840
GBJ002_02582	BTF1_24835
GBJ002_02583	BTF1_24830
GBJ002_02584	BTF1_24825
GBJ002_02585	BTF1_24820
GBJ002_02586	BTF1_24815
GBJ002_02587	BTF1_24810
GBJ002_02588	BTF1_24805
GBJ002_02589	BTF1_24800
GBJ002_02590	BTF1_24795
GBJ002_02591	BTF1_24790
GBJ002_02592	BTF1_24780
GBJ002_02593	BTF1_24775
GBJ002_02594	BTF1_24770
GBJ002_02595	BTF1_24765
GBJ002_02596	BTF1_24760
GBJ002_02597	BTF1_24755
GBJ002_02598	BTF1_24750
GBJ002_02599	BTF1_24745
GBJ002_02600	BTF1_24740
GBJ002_02601	BTF1_24735
GBJ002_02602	BTF1_24730
GBJ002_02603	BTF1_24725
GBJ002_02604	BTF1_24720
GBJ002_02605	BTF1_24715
GBJ002_02606	BTF1_24710
GBJ002_02607	BTF1_24705
GBJ002_02608	BTF1_24700
GBJ002_02609	BTF1_24695
GBJ002_02610	BTF1_24690
GBJ002_02611	BTF1_24685
GBJ002_02612	BTF1_24680
GBJ002_02613	BTF1_24675
GBJ002_02614	BTF1_24670
GBJ002_02615	BTF1_24665
GBJ002_02616	BTF1_24660
GBJ002_02617	BTF1_24655
GBJ002_02618	BTF1_24650
GBJ002_02619	BTF1_24645
GBJ002_02620	BTF1_24640
GBJ002_02621	BTF1_24635
GBJ002_02622	BTF1_24630
GBJ002_02623	BTF1_24625
GBJ002_02624	BTF1_24620
GBJ002_02625	BTF1_24615
GBJ002_02626	BTF1_24610
GBJ002_02627	BTF1_24605
GBJ002_02628	BTF1_24600
GBJ002_02629	BTF1_24595
GBJ002_02630	BTF1_24590
GBJ002_02631	BTF1_24585
GBJ002_02632	BTF1_24580
GBJ002_02633	BTF1_24575
GBJ002_02634	BTF1_24570
GBJ002_02635	BTF1_24565
GBJ002_02636	BTF1_24560
GBJ002_02637	BTF1_24555
GBJ002_02638	BTF1_24550
GBJ002_02639	BTF1_24545
GBJ002_02640	BTF1_24540
GBJ002_02641	BTF1_24535
GBJ002_02642	BTF1_24530
GBJ002_02643	BTF1_24525
GBJ002_02644	BTF1_24520
GBJ002_02645	BTF1_24515
GBJ002_02646	BTF1_24510
GBJ002_02647	BTF1_24505
GBJ002_02648	BTF1_24500
GBJ002_02649	BTF1_24495
GBJ002_02650	BTF1_24490
GBJ002_02651	BTF1_24485
GBJ002_02652	BTF1_24480
GBJ002_02653	BTF1_24475
GBJ002_02654	BTF1_24470
GBJ002_02655	BTF1_24465
GBJ002_02656	BTF1_24460
GBJ002_02657	BTF1_24455
GBJ002_02658	BTF1_24450
GBJ002_02659	BTF1_24445
GBJ002_02660	BTF1_24440
GBJ002_02661	BTF1_24435
GBJ002_02662	BTF1_24430
GBJ002_02663	BTF1_24425
GBJ002_02664	BTF1_24420
GBJ002_02665	BTF1_24415
GBJ002_02666	BTF1_24410
GBJ002_02667	BTF1_24405
GBJ002_02668	BTF1_24400
GBJ002_02669	BTF1_24395
GBJ002_02670	BTF1_24390
GBJ002_02671	BTF1_24385
GBJ002_02672	BTF1_24380
GBJ002_02673	BTF1_24375
GBJ002_02674	BTF1_24370
GBJ002_02675	BTF1_24365
GBJ002_02676	BTF1_24360
GBJ002_02677	BTF1_24355
GBJ002_02678	BTF1_24350
GBJ002_02679	BTF1_24345
GBJ002_02680	BTF1_24340
GBJ002_02681	BTF1_24335
GBJ002_02682	BTF1_24330
GBJ002_02683	BTF1_24325
GBJ002_02684	None
GBJ002_02685	BTF1_25045
GBJ002_02686	BTF1_24305
GBJ002_02687	BTF1_24300
GBJ002_02688	BTF1_24295
GBJ002_02689	BTF1_24290
GBJ002_02690	BTF1_24285
GBJ002_02691	BTF1_24280
GBJ002_02692	BTF1_24275
GBJ002_02693	BTF1_24270
GBJ002_02694	BTF1_24265
GBJ002_02695	BTF1_24260
GBJ002_02697	BTF1_24255
GBJ002_02698	BTF1_24250
GBJ002_02699	BTF1_24245
GBJ002_02700	BTF1_24240
GBJ002_02701	BTF1_24235
GBJ002_02702	BTF1_24230
GBJ002_02703	BTF1_24225
GBJ002_02704	BTF1_24220
GBJ002_02705	BTF1_24215
GBJ002_02706	BTF1_24205
GBJ002_02707	BTF1_24200
GBJ002_02708	BTF1_24195
GBJ002_02709	BTF1_24190
GBJ002_02710	BTF1_24185
GBJ002_02711	BTF1_24180
GBJ002_02712	BTF1_24175
GBJ002_02713	BTF1_24170
GBJ002_02714	BTF1_24165
GBJ002_02715	BTF1_24160
GBJ002_02716	BTF1_24155
GBJ002_02717	BTF1_24150
GBJ002_02718	BTF1_24145
GBJ002_02719	BTF1_24140
GBJ002_02720	BTF1_24135
GBJ002_02721	BTF1_24130
GBJ002_02722	BTF1_24125
GBJ002_02723	BTF1_24120
GBJ002_02724	BTF1_24115
GBJ002_02725	BTF1_24110
GBJ002_02726	BTF1_24105
GBJ002_02727	BTF1_24100
GBJ002_02729	BTF1_24095
GBJ002_02730	BTF1_24090
GBJ002_02731	BTF1_24085
GBJ002_02732	BTF1_24080
GBJ002_02733	BTF1_24075
GBJ002_02734	BTF1_24070
GBJ002_02735	BTF1_24065
GBJ002_02736	BTF1_24060
GBJ002_02737	BTF1_24055
GBJ002_02738	BTF1_24050
GBJ002_02739	BTF1_24045
GBJ002_02740	BTF1_24040
GBJ002_02741	BTF1_24035
GBJ002_02742	BTF1_24030
GBJ002_02743	BTF1_24025
GBJ002_02745	BTF1_24020
GBJ002_02746	BTF1_24015
GBJ002_02747	BTF1_24010
GBJ002_02748	BTF1_24005
GBJ002_02749	BTF1_24000
GBJ002_02750	BTF1_23995
GBJ002_02751	BTF1_23990
GBJ002_02752	BTF1_23985
GBJ002_02753	BTF1_23980
GBJ002_02754	BTF1_23975
GBJ002_02755	BTF1_23970
GBJ002_02756	BTF1_23965
GBJ002_02757	BTF1_23960
GBJ002_02758	BTF1_23955
GBJ002_02759	BTF1_23950
GBJ002_02760	BTF1_23945
GBJ002_02761	BTF1_23940
GBJ002_02762	BTF1_23935
GBJ002_02763	BTF1_23930
GBJ002_02764	BTF1_23925
GBJ002_02765	BTF1_23920
GBJ002_02766	BTF1_23915
GBJ002_02767	BTF1_23910
GBJ002_02768	BTF1_23905
GBJ002_02769	BTF1_23900
GBJ002_02770	BTF1_23895
GBJ002_02771	BTF1_23890
GBJ002_02772	BTF1_23885
GBJ002_02773	BTF1_23880
GBJ002_02774	BTF1_23875
GBJ002_02775	BTF1_23870
GBJ002_02776	BTF1_23865
GBJ002_02777	BTF1_23860
GBJ002_02778	BTF1_23855
GBJ002_02779	BTF1_23850
GBJ002_02780	BTF1_23845
GBJ002_02781	BTF1_23840
GBJ002_02782	BTF1_23835
GBJ002_02783	BTF1_23830
GBJ002_02784	BTF1_23825
GBJ002_02785	BTF1_23820
GBJ002_02786	BTF1_23815
GBJ002_02787	BTF1_23810
GBJ002_02788	BTF1_23805
GBJ002_02789	BTF1_23800
GBJ002_02790	BTF1_23795
GBJ002_02791	BTF1_23790
GBJ002_02792	BTF1_23785
GBJ002_02793	BTF1_23780
GBJ002_02794	BTF1_23770
GBJ002_02795	BTF1_23765
GBJ002_02796	BTF1_23760
GBJ002_02797	BTF1_23755
GBJ002_02798	BTF1_23750
GBJ002_02799	BTF1_23745
GBJ002_02800	BTF1_23740
GBJ002_02801	BTF1_30702
GBJ002_02802	BTF1_30707
GBJ002_02803	BTF1_30712
GBJ002_02804	BTF1_30717
GBJ002_02805	BTF1_30722
GBJ002_02806	BTF1_30727
GBJ002_02807	BTF1_30732
GBJ002_02808	BTF1_30737
GBJ002_02809	BTF1_30742
GBJ002_02810	BTF1_30747
GBJ002_02811	BTF1_30752
GBJ002_02812	BTF1_30757
GBJ002_02813	BTF1_30762
GBJ002_02814	BTF1_30767
GBJ002_02815	BTF1_30772
GBJ002_02816	BTF1_30777
GBJ002_02817	BTF1_30782
GBJ002_02818	BTF1_30787
GBJ002_02819	BTF1_30792
GBJ002_02820	BTF1_30797
GBJ002_02821	BTF1_30802
GBJ002_02822	BTF1_30807
GBJ002_02823	BTF1_30812
GBJ002_02824	BTF1_30817
GBJ002_02825	BTF1_30822
GBJ002_02826	BTF1_30827
GBJ002_02827	BTF1_30832
GBJ002_02828	BTF1_30837
GBJ002_02829	BTF1_30842
GBJ002_02830	BTF1_30847
GBJ002_02831	BTF1_30852
GBJ002_02832	BTF1_30857
GBJ002_02833	BTF1_30862
GBJ002_02834	None
GBJ002_02835	BTF1_30867
GBJ002_02836	BTF1_30872
GBJ002_02837	BTF1_30877
GBJ002_02838	BTF1_30882
GBJ002_02839	BTF1_30887
GBJ002_02840	BTF1_30892
GBJ002_02841	BTF1_30897
GBJ002_02842	BTF1_30902
GBJ002_02843	None
GBJ002_02844	None
GBJ002_02845	None
GBJ002_02846	BTF1_30907
GBJ002_02847	BTF1_30912
GBJ002_02848	BTF1_30917
GBJ002_02849	BTF1_30927
GBJ002_02850	None
GBJ002_02851	BTF1_30932
GBJ002_02852	BTF1_30937
GBJ002_02853	None
GBJ002_02854	BTF1_30942
GBJ002_02855	BTF1_30947
GBJ002_02856	BTF1_30952
GBJ002_02857	BTF1_30957
GBJ002_02858	BTF1_30962
GBJ002_02859	BTF1_30967
GBJ002_02860	None
GBJ002_02861	BTF1_30972
GBJ002_02862	BTF1_30977
GBJ002_02863	BTF1_30982
GBJ002_02864	None
GBJ002_02865	BTF1_30987
GBJ002_02866	BTF1_30992
GBJ002_02867	BTF1_30997
GBJ002_02868	BTF1_31002
GBJ002_02869	BTF1_31007
GBJ002_02870	BTF1_31012
GBJ002_02871	BTF1_31017
GBJ002_02872	BTF1_31022
GBJ002_02873	BTF1_31027
GBJ002_02874	BTF1_31032
GBJ002_02875	BTF1_31037
GBJ002_02876	None
GBJ002_02877	BTF1_31042
GBJ002_02878	BTF1_31047
GBJ002_02879	BTF1_31052
GBJ002_02880	BTF1_31057
GBJ002_02881	BTF1_31062
GBJ002_02882	BTF1_31067
GBJ002_02883	BTF1_31072
GBJ002_02884	BTF1_31077
GBJ002_02885	BTF1_31082
GBJ002_02886	BTF1_31087
GBJ002_02887	BTF1_31092
GBJ002_02888	BTF1_31097
GBJ002_02889	BTF1_31102
GBJ002_02890	BTF1_31107
GBJ002_02891	BTF1_31112
GBJ002_02892	BTF1_31117
GBJ002_02893	BTF1_31122
GBJ002_02894	BTF1_31127
GBJ002_02895	BTF1_31132
GBJ002_02896	BTF1_31137
GBJ002_02897	BTF1_31142
GBJ002_02898	BTF1_31147
GBJ002_02899	BTF1_31152
GBJ002_02900	BTF1_31157
GBJ002_02901	BTF1_31162
GBJ002_02902	None
GBJ002_02903	BTF1_31167
GBJ002_02904	BTF1_31172
GBJ002_02905	None
GBJ002_02906	BTF1_31177
GBJ002_02907	None
GBJ002_02908	BTF1_31182
GBJ002_02909	BTF1_31187
GBJ002_02910	BTF1_31192
GBJ002_02911	BTF1_31197
GBJ002_02912	BTF1_31202
GBJ002_02913	BTF1_31207
GBJ002_02914	BTF1_31212
GBJ002_02915	BTF1_31217
GBJ002_02916	BTF1_31222
GBJ002_02930	BTF1_31227
GBJ002_02936	BTF1_31237
GBJ002_02937	BTF1_31242
GBJ002_02938	BTF1_31247
GBJ002_02939	BTF1_31252
GBJ002_02940	BTF1_31257
GBJ002_02941	BTF1_31262
GBJ002_02942	BTF1_31267
GBJ002_02943	BTF1_31272
GBJ002_02944	None
GBJ002_02945	BTF1_31277
GBJ002_02946	BTF1_31282
GBJ002_02947	BTF1_31287
GBJ002_02948	BTF1_31292
GBJ002_02949	BTF1_31297
GBJ002_02950	BTF1_31302
GBJ002_02951	BTF1_31307
GBJ002_02952	BTF1_31312
GBJ002_02953	BTF1_31317
GBJ002_02954	BTF1_31322
GBJ002_02955	BTF1_31327
GBJ002_02956	BTF1_31332
GBJ002_02957	BTF1_31337
GBJ002_02958	BTF1_31342
GBJ002_02959	BTF1_31347
GBJ002_02960	None
GBJ002_02961	BTF1_31357
GBJ002_02962	BTF1_31362
GBJ002_02963	BTF1_31367
GBJ002_02964	BTF1_31372
GBJ002_02965	BTF1_31377
GBJ002_02966	BTF1_31382
GBJ002_02967	BTF1_31387
GBJ002_02968	BTF1_31392
GBJ002_02969	BTF1_31397
GBJ002_02970	BTF1_31402
GBJ002_02971	BTF1_31407
GBJ002_02972	BTF1_31412
GBJ002_02973	BTF1_31417
GBJ002_02974	BTF1_31422
GBJ002_02975	BTF1_31427
GBJ002_02976	BTF1_31432
GBJ002_02977	BTF1_31437
GBJ002_02978	BTF1_31442
GBJ002_02979	BTF1_31447
GBJ002_02980	BTF1_31452
GBJ002_02981	BTF1_31457
GBJ002_02982	None
GBJ002_02983	BTF1_31462
GBJ002_02984	BTF1_31467
GBJ002_02985	BTF1_31472
GBJ002_02986	None
GBJ002_02987	BTF1_31477
GBJ002_02988	BTF1_31482
GBJ002_02989	BTF1_31487
GBJ002_02990	BTF1_31492
GBJ002_02991	BTF1_31497
GBJ002_02992	None
GBJ002_02993	BTF1_31502
GBJ002_02994	BTF1_31507
GBJ002_02995	BTF1_31512
GBJ002_02996	BTF1_31517
GBJ002_02997	BTF1_31522
GBJ002_02998	BTF1_31527
GBJ002_02999	BTF1_31532
GBJ002_03000	BTF1_31537
GBJ002_03001	BTF1_31542
GBJ002_03002	None
GBJ002_03003	BTF1_31547
GBJ002_03004	BTF1_31557
GBJ002_03005	BTF1_31562
GBJ002_03006	BTF1_31567
GBJ002_03007	BTF1_31572
GBJ002_03008	BTF1_31577
GBJ002_03009	BTF1_31582
GBJ002_03010	BTF1_31587
GBJ002_03011	BTF1_31592
GBJ002_03012	BTF1_31597
GBJ002_03013	BTF1_31602
GBJ002_03014	BTF1_31607
GBJ002_03015	BTF1_31612
GBJ002_03016	BTF1_31617
GBJ002_03017	BTF1_31622
GBJ002_03018	BTF1_31627
GBJ002_03019	None
GBJ002_03020	BTF1_31632
GBJ002_03021	BTF1_31637
GBJ002_03022	BTF1_31642
GBJ002_03023	BTF1_31647
GBJ002_03024	BTF1_31652
GBJ002_03025	BTF1_31657
GBJ002_03026	BTF1_31662
GBJ002_03027	BTF1_31667
GBJ002_03028	BTF1_31672
GBJ002_03029	BTF1_31677
GBJ002_03030	BTF1_31682
GBJ002_03031	BTF1_31687
GBJ002_03032	BTF1_31692
GBJ002_03033	BTF1_31697
GBJ002_03034	BTF1_31702
GBJ002_03035	None
GBJ002_03036	BTF1_31707
GBJ002_03037	BTF1_31712
GBJ002_03038	BTF1_31717
GBJ002_03039	BTF1_31722
GBJ002_03040	BTF1_31727
GBJ002_03041	BTF1_31732
GBJ002_03042	BTF1_31737
GBJ002_03043	BTF1_31742
GBJ002_03044	BTF1_31747
GBJ002_03045	BTF1_31752
GBJ002_03046	BTF1_31757
GBJ002_03047	None
GBJ002_03048	None
GBJ002_03049	BTF1_31762
GBJ002_03050	BTF1_31767
GBJ002_03051	BTF1_31772
GBJ002_03052	BTF1_31777
GBJ002_03053	BTF1_30577
GBJ002_03054	BTF1_30582
GBJ002_03055	BTF1_30587
GBJ002_03056	BTF1_30592
GBJ002_03057	BTF1_30597
GBJ002_03058	BTF1_30602
GBJ002_03059	BTF1_30607
GBJ002_03060	BTF1_30612
GBJ002_03061	BTF1_30617
GBJ002_03062	None
GBJ002_03063	BTF1_30622
GBJ002_03064	BTF1_30627
GBJ002_03065	BTF1_30632
GBJ002_03066	BTF1_30637
GBJ002_03067	BTF1_30642
GBJ002_03068	BTF1_30647
GBJ002_03069	BTF1_30652
GBJ002_03070	BTF1_30657
GBJ002_03071	BTF1_30662
GBJ002_03072	BTF1_30667
GBJ002_03073	BTF1_30672
GBJ002_03074	BTF1_30677
GBJ002_03075	BTF1_30682
GBJ002_03076	BTF1_30687
GBJ002_03077	BTF1_30692
GBJ002_03078	BTF1_30697
GBJ002_03079	BTF1_21000
GBJ002_03082	BTF1_21005
GBJ002_03083	BTF1_21010
GBJ002_03084	BTF1_21015
GBJ002_03085	BTF1_21020
GBJ002_03086	BTF1_21025
GBJ002_03087	BTF1_21030
GBJ002_03088	BTF1_21035
GBJ002_03089	BTF1_21040
GBJ002_03090	BTF1_21045
GBJ002_03091	BTF1_21050
GBJ002_03092	BTF1_21055
GBJ002_03093	BTF1_21060
GBJ002_03094	BTF1_21065
GBJ002_03095	BTF1_21070
GBJ002_03096	BTF1_21075
GBJ002_03097	BTF1_21080
GBJ002_03098	BTF1_21085
GBJ002_03099	BTF1_21090
GBJ002_03100	BTF1_21095
GBJ002_03101	BTF1_21100
GBJ002_03102	BTF1_21105
GBJ002_03103	BTF1_21110
GBJ002_03104	BTF1_21115
GBJ002_03105	BTF1_21120
GBJ002_03106	BTF1_21125
GBJ002_03107	BTF1_21130
GBJ002_03108	BTF1_21135
GBJ002_03109	BTF1_21140
GBJ002_03110	BTF1_21145
GBJ002_03111	BTF1_21150
GBJ002_03112	BTF1_21155
GBJ002_03113	BTF1_21160
GBJ002_03114	BTF1_21165
GBJ002_03115	BTF1_21170
GBJ002_03116	BTF1_21175
GBJ002_03117	BTF1_21180
GBJ002_03118	BTF1_21185
GBJ002_03119	BTF1_21190
GBJ002_03120	BTF1_21195
GBJ002_03121	BTF1_21200
GBJ002_03122	BTF1_21205
GBJ002_03123	BTF1_21210
GBJ002_03124	BTF1_21215
GBJ002_03125	BTF1_21220
GBJ002_03126	BTF1_21225
GBJ002_03127	BTF1_21230
GBJ002_03128	BTF1_21235
GBJ002_03129	BTF1_21240
GBJ002_03130	BTF1_21245
GBJ002_03131	BTF1_21250
GBJ002_03132	BTF1_21255
GBJ002_03133	BTF1_21260
GBJ002_03134	BTF1_21265
GBJ002_03135	BTF1_21270
GBJ002_03136	BTF1_21275
GBJ002_03137	BTF1_21280
GBJ002_03138	BTF1_21285
GBJ002_03139	BTF1_21290
GBJ002_03140	BTF1_21295
GBJ002_03141	BTF1_21300
GBJ002_03142	BTF1_21305
GBJ002_03143	BTF1_21310
GBJ002_03144	BTF1_21315
GBJ002_03145	BTF1_21320
GBJ002_03146	BTF1_21325
GBJ002_03147	BTF1_21335
GBJ002_03148	BTF1_21340
GBJ002_03149	BTF1_21345
GBJ002_03150	BTF1_21350
GBJ002_03151	BTF1_21355
GBJ002_03152	BTF1_21360
GBJ002_03153	BTF1_21365
GBJ002_03154	BTF1_21370
GBJ002_03155	BTF1_21375
GBJ002_03156	BTF1_21380
GBJ002_03157	BTF1_21385
GBJ002_03158	BTF1_21390
GBJ002_03159	BTF1_21395
GBJ002_03160	BTF1_21400
GBJ002_03161	BTF1_21405
GBJ002_03162	BTF1_21410
GBJ002_03163	BTF1_21415
GBJ002_03164	BTF1_21420
GBJ002_03165	BTF1_21425
GBJ002_03166	BTF1_21430
GBJ002_03167	BTF1_21435
GBJ002_03168	BTF1_21440
GBJ002_03169	BTF1_21445
GBJ002_03170	BTF1_21450
GBJ002_03171	BTF1_21455
GBJ002_03172	BTF1_21460
GBJ002_03173	BTF1_21465
GBJ002_03174	BTF1_21470
GBJ002_03175	BTF1_21475
GBJ002_03176	BTF1_21480
GBJ002_03177	BTF1_21485
GBJ002_03178	BTF1_21490
GBJ002_03179	BTF1_21495
GBJ002_03180	BTF1_21500
GBJ002_03181	BTF1_21505
GBJ002_03182	BTF1_21510
GBJ002_03183	BTF1_21515
GBJ002_03184	BTF1_21520
GBJ002_03185	BTF1_21525
GBJ002_03186	BTF1_21530
GBJ002_03187	BTF1_21535
GBJ002_03188	BTF1_21540
GBJ002_03189	BTF1_21545
GBJ002_03190	BTF1_21550
GBJ002_03191	BTF1_21555
GBJ002_03192	BTF1_21560
GBJ002_03193	BTF1_21565
GBJ002_03194	BTF1_21570
GBJ002_03195	BTF1_21575
GBJ002_03196	BTF1_21580
GBJ002_03197	BTF1_21585
GBJ002_03198	BTF1_21590
GBJ002_03199	BTF1_21595
GBJ002_03200	BTF1_21600
GBJ002_03201	BTF1_21605
GBJ002_03202	BTF1_21610
GBJ002_03203	BTF1_21615
GBJ002_03204	BTF1_21620
GBJ002_03205	BTF1_21625
GBJ002_03206	BTF1_21630
GBJ002_03207	BTF1_21640
GBJ002_03208	BTF1_21645
GBJ002_03209	BTF1_21650
GBJ002_03210	BTF1_21655
GBJ002_03211	BTF1_21660
GBJ002_03212	BTF1_21665
GBJ002_03213	BTF1_21670
GBJ002_03214	BTF1_21675
GBJ002_03215	BTF1_21680
GBJ002_03216	BTF1_21685
GBJ002_03217	BTF1_21690
GBJ002_03218	BTF1_21695
GBJ002_03219	BTF1_21700
GBJ002_03220	BTF1_21705
GBJ002_03221	BTF1_21710
GBJ002_03222	BTF1_21715
GBJ002_03223	BTF1_21720
GBJ002_03224	BTF1_21725
GBJ002_03225	BTF1_21730
GBJ002_03226	BTF1_21735
GBJ002_03227	BTF1_21740
GBJ002_03228	BTF1_21745
GBJ002_03229	BTF1_21750
GBJ002_03230	BTF1_21755
GBJ002_03231	BTF1_21760
GBJ002_03232	BTF1_21765
GBJ002_03233	BTF1_21770
GBJ002_03234	BTF1_21775
GBJ002_03235	BTF1_21780
GBJ002_03236	BTF1_21785
GBJ002_03237	BTF1_21790
GBJ002_03238	BTF1_21795
GBJ002_03239	BTF1_21800
GBJ002_03240	BTF1_21805
GBJ002_03241	BTF1_21810
GBJ002_03242	BTF1_21815
GBJ002_03243	BTF1_21820
GBJ002_03244	BTF1_21825
GBJ002_03245	BTF1_21830
GBJ002_03246	BTF1_21835
GBJ002_03247	BTF1_21840
GBJ002_03248	BTF1_21845
GBJ002_03249	BTF1_21850
GBJ002_03250	BTF1_21855
GBJ002_03251	BTF1_21860
GBJ002_03252	BTF1_21865
GBJ002_03253	BTF1_21870
GBJ002_03254	BTF1_21875
GBJ002_03255	BTF1_21880
GBJ002_03256	BTF1_21885
GBJ002_03257	BTF1_21890
GBJ002_03258	BTF1_21895
GBJ002_03259	BTF1_21900
GBJ002_03260	BTF1_21905
GBJ002_03261	BTF1_21920
GBJ002_03262	BTF1_21925
GBJ002_03263	BTF1_21930
GBJ002_03264	BTF1_21950
GBJ002_03265	BTF1_21955
GBJ002_03266	BTF1_21960
GBJ002_03267	BTF1_21965
GBJ002_03268	BTF1_21970
GBJ002_03269	BTF1_21975
GBJ002_03270	BTF1_21980
GBJ002_03271	BTF1_21985
GBJ002_03272	BTF1_21990
GBJ002_03273	BTF1_21995
GBJ002_03274	BTF1_22000
GBJ002_03275	BTF1_22005
GBJ002_03276	BTF1_22010
GBJ002_03277	BTF1_22015
GBJ002_03278	BTF1_22020
GBJ002_03279	BTF1_22025
GBJ002_03280	BTF1_22030
GBJ002_03281	BTF1_22035
GBJ002_03282	BTF1_22040
GBJ002_03283	BTF1_22045
GBJ002_03284	BTF1_22050
GBJ002_03285	BTF1_22055
GBJ002_03286	BTF1_22060
GBJ002_03287	BTF1_22065
GBJ002_03288	BTF1_22070
GBJ002_03289	BTF1_22075
GBJ002_03290	BTF1_22080
GBJ002_03291	BTF1_22085
GBJ002_03292	BTF1_22090
GBJ002_03293	BTF1_22095
GBJ002_03294	BTF1_22100
GBJ002_03295	BTF1_22105
GBJ002_03296	BTF1_22110
GBJ002_03297	BTF1_22115
GBJ002_03298	BTF1_22120
GBJ002_03299	BTF1_22125
GBJ002_03300	BTF1_22130
GBJ002_03301	BTF1_22135
GBJ002_03302	BTF1_22140
GBJ002_03303	BTF1_22145
GBJ002_03304	BTF1_22150
GBJ002_03305	BTF1_22155
GBJ002_03306	BTF1_22160
GBJ002_03307	BTF1_22165
GBJ002_03308	BTF1_22170
GBJ002_03309	BTF1_22175
GBJ002_03310	BTF1_22180
GBJ002_03311	BTF1_22185
GBJ002_03312	BTF1_22190
GBJ002_03313	BTF1_22195
GBJ002_03314	BTF1_22200
GBJ002_03315	BTF1_22205
GBJ002_03316	BTF1_22210
GBJ002_03317	BTF1_22215
GBJ002_03318	BTF1_22220
GBJ002_03319	BTF1_22225
GBJ002_03320	BTF1_22230
GBJ002_03321	BTF1_22235
GBJ002_03322	BTF1_22240
GBJ002_03323	BTF1_04055
GBJ002_03324	BTF1_04050
GBJ002_03325	BTF1_04040
GBJ002_03326	BTF1_04030
GBJ002_03327	BTF1_04025
GBJ002_03328	BTF1_04020
GBJ002_03329	BTF1_04015
GBJ002_03330	BTF1_04010
GBJ002_03331	BTF1_04005
GBJ002_03332	BTF1_04000
GBJ002_03333	BTF1_03995
GBJ002_03334	BTF1_03990
GBJ002_03335	BTF1_03985
GBJ002_03336	BTF1_03980
GBJ002_03337	BTF1_03975
GBJ002_03338	None
GBJ002_03339	BTF1_03970
GBJ002_03340	BTF1_03965
GBJ002_03341	BTF1_03960
GBJ002_03342	BTF1_03955
